followers,following,is_public,post_count,story_freq,city_tier,party_freq,cafe_freq,travel_freq,gym_freq,is_influencer,dm_open,toxic_ex,daddy_issues,mommy_issues,therapy_issues,situationship_lore,soft_launch_history,astrology_phase,friend_circle_size,spotify_vibe,random_chaos,bio_type,body_count
7978,948,1,148,5,3,2,1,4,1,0,0,1,0,1,0,1,0,1,1,3,0.8483319159037508,0,14
14130,650,0,75,2,3,3,5,5,0,0,1,0,1,0,0,1,1,1,2,2,0.7182409618363815,0,13
14691,1917,0,591,3,1,0,2,2,4,1,1,0,0,1,1,0,0,0,3,4,0.3418472941772892,1,11
10143,1249,0,563,5,3,1,3,1,1,0,0,0,0,0,0,0,0,1,3,0,0.1524631332695049,1,9
14343,2873,0,62,3,2,4,4,3,2,0,0,0,0,1,1,0,1,1,3,2,0.6066153067061955,0,10
4540,2998,1,595,5,2,0,2,2,5,1,1,1,0,0,1,1,0,0,1,2,0.4503381187534121,1,15
13435,532,0,393,2,1,3,1,4,2,1,0,0,1,0,0,0,0,1,3,0,0.0496636564874664,0,11
8428,2060,1,502,1,1,5,4,4,2,0,1,0,0,1,0,0,0,0,1,0,0.4515723091902485,2,16
1647,1192,0,366,5,1,4,3,1,0,0,0,0,0,1,1,0,1,0,3,4,0.150086554547455,0,11
11650,218,1,477,4,1,2,4,4,5,1,1,0,1,0,1,1,0,0,1,1,0.577883826753333,0,16
3797,2071,1,254,4,2,3,2,0,0,0,0,1,0,0,1,1,1,0,3,4,0.9942863085026392,2,18
13929,2244,0,58,1,2,2,4,4,5,1,1,1,1,1,1,1,1,1,1,3,0.07465873648922572,1,19
2720,488,1,519,0,1,4,3,5,0,1,1,0,1,0,0,1,1,0,3,4,0.6679260378745767,2,20
13067,2985,1,388,1,3,4,0,1,1,0,0,1,0,0,1,0,1,0,3,3,0.9610010767132416,1,16
8481,209,1,587,1,2,2,5,2,4,0,1,0,1,0,1,0,0,1,1,0,0.30715069329014244,2,13
2630,863,0,425,1,2,0,1,4,0,1,1,1,1,0,1,0,0,1,1,1,0.6191706052937063,1,11
12478,2499,1,589,4,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,0.9805473586854826,2,20
7482,635,1,635,3,3,1,2,3,2,0,0,0,0,0,0,0,1,1,2,2,0.6110435443077105,1,11
8380,913,1,501,0,1,5,4,0,0,1,0,1,0,0,1,1,1,1,1,1,0.8462880198483499,2,20
2556,1091,0,523,0,2,4,4,2,5,1,0,1,1,1,0,0,1,1,3,4,0.9862929881638716,0,11
12407,189,0,279,0,3,3,3,0,4,0,0,1,1,0,1,1,0,0,3,4,0.9153172023767125,1,14
12722,1188,1,44,2,1,2,1,5,4,1,1,0,0,0,1,0,1,1,2,4,0.8973643032344583,0,14
4775,377,1,564,5,1,3,1,0,5,1,0,1,1,1,1,1,1,1,2,4,0.7372869371170976,0,20
10487,274,0,180,1,1,2,2,1,4,1,1,1,0,0,0,0,0,1,3,3,0.4361986478722758,0,15
4350,607,1,400,3,1,3,1,1,5,1,0,1,1,1,1,1,1,0,3,0,0.5215929587217096,2,20
9991,2536,0,373,3,3,5,3,1,2,0,0,0,0,1,1,1,0,1,2,2,0.11458559960513581,2,14
8809,1623,1,233,2,3,2,3,3,1,0,0,1,1,0,0,0,0,0,3,0,0.2691525616711845,1,12
13319,1791,1,185,4,1,4,5,4,3,1,0,1,0,1,1,1,1,1,2,0,0.26499932127854287,0,20
13142,435,0,74,2,3,0,5,2,0,0,1,0,1,0,0,1,1,0,3,3,0.44616185215663484,1,12
14048,570,0,709,2,1,1,1,1,0,1,0,0,0,0,0,0,1,1,3,2,0.7135912918575517,2,13
7052,1326,1,590,1,1,3,2,2,3,1,0,0,1,1,1,0,0,1,1,2,0.1587318925388378,1,14
9123,2717,0,232,4,1,5,3,0,3,1,0,1,0,1,0,1,0,1,3,3,0.596936646432235,0,20
6181,1171,1,167,5,1,1,5,5,2,0,1,0,0,0,1,0,1,1,2,0,0.9174072120991976,2,18
13311,2884,1,534,5,1,3,2,4,2,1,1,1,0,1,0,1,0,0,3,0,0.3396480006239351,0,20
8881,2648,0,406,2,3,4,4,3,0,1,1,0,1,1,0,0,0,1,2,0,0.3799904934202927,1,12
13792,1883,1,229,5,1,5,1,2,5,1,1,1,1,1,0,1,1,1,3,1,0.1520817934810269,1,20
12203,496,1,646,3,3,4,4,4,1,1,0,0,1,1,1,0,1,1,1,2,0.6593487278534809,0,16
12662,1292,0,292,1,1,3,4,2,5,0,1,0,1,1,0,0,1,0,1,2,0.542585298626502,1,14
4587,156,1,399,5,2,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0.7513215873404979,2,17
13141,1549,1,37,4,3,3,4,1,0,1,0,0,1,1,0,0,1,0,1,3,0.9660652051725129,2,16
2385,1527,1,231,3,1,5,1,0,0,1,0,0,0,1,1,1,0,1,3,4,0.7309657565400729,1,17
4371,953,1,167,0,2,4,5,2,2,1,0,0,1,1,0,1,0,0,1,0,0.17832380684423121,0,15
13425,1681,0,284,1,2,0,2,3,0,1,1,1,0,1,1,0,1,0,1,2,0.764587762378639,0,15
13304,2641,1,102,3,1,0,4,2,1,1,0,0,1,0,1,0,0,1,1,4,0.8293008153666165,0,14
3035,1199,1,144,2,1,3,4,5,1,1,1,1,1,1,1,1,1,1,2,2,0.7651316167090088,0,20
609,1220,1,754,2,2,2,3,3,1,1,0,1,1,1,1,1,1,1,3,2,0.9580705404909062,0,15
763,2377,1,659,1,1,0,4,3,0,1,0,0,0,0,0,1,1,0,3,4,0.15627745003639526,0,14
4643,73,0,365,4,1,4,0,2,3,0,0,0,1,0,0,1,0,0,2,4,0.3156401800424571,1,15
4038,1001,0,152,2,2,4,5,2,0,0,1,0,1,1,1,1,0,0,3,3,0.34272462120659153,2,11
6253,1794,0,421,3,3,5,4,3,3,1,1,1,1,0,1,0,0,1,2,4,0.644840960429031,0,15
306,2089,1,318,0,1,4,4,2,0,1,1,0,0,0,1,1,1,0,1,2,0.7685559405003172,2,17
8818,169,1,637,4,2,1,3,4,1,1,1,1,0,1,0,1,1,1,3,1,0.3286957741464964,1,20
14624,1725,0,703,1,3,1,0,3,3,0,0,1,1,0,1,1,0,0,2,4,0.9817275469919847,1,14
87,1370,0,484,2,1,4,2,5,1,0,0,1,1,1,1,0,1,1,1,4,0.8369397466306235,0,10
10314,904,1,82,4,2,0,1,3,0,0,1,1,1,0,0,1,1,1,1,4,0.4250939573079445,2,20
12747,1065,0,532,0,1,1,4,2,2,1,0,0,0,1,0,1,1,0,1,3,0.1500517749238307,0,16
8702,497,1,287,4,3,2,2,0,3,0,0,0,1,0,0,0,0,1,3,4,0.4237401127368383,0,8
9682,1985,1,795,4,1,3,5,4,0,1,1,0,0,0,0,0,0,1,1,2,0.7446412353698201,1,17
14742,1793,1,488,1,1,1,2,2,1,1,0,0,0,0,1,0,1,0,3,3,0.2659688238740322,0,14
12720,1045,1,267,0,2,1,1,1,4,1,0,1,1,1,1,0,1,0,2,3,0.37663692684801175,0,13
1882,1992,1,632,0,3,0,1,4,5,1,0,0,1,1,0,1,1,1,2,3,0.14124255316125844,0,11
12906,1496,1,622,4,1,0,2,1,2,1,0,0,0,0,1,0,1,0,2,4,0.8529369933253421,1,17
7650,1134,1,78,2,2,2,0,4,4,1,1,0,1,1,1,1,0,0,2,3,0.8513685470170458,0,16
5217,1774,1,375,4,3,5,3,3,5,1,1,0,0,1,1,0,0,0,2,0,0.23367952228839328,1,15
11641,2181,0,596,3,3,2,2,4,4,1,0,0,1,1,1,0,1,1,3,0,0.5232342628554345,2,13
482,2322,0,591,2,2,5,5,2,2,1,1,0,1,1,1,0,0,0,1,0,0.03442524572620742,2,8
4201,235,0,150,1,3,2,5,1,1,1,1,0,0,0,1,1,0,1,1,1,0.9034043228496067,0,10
14962,2472,0,755,0,3,2,1,0,4,1,1,0,0,1,0,0,0,1,1,1,0.8725730712377475,0,9
6461,121,1,729,5,2,1,3,1,4,1,1,1,0,0,1,1,0,0,2,1,0.7282391678178214,0,18
14454,123,0,14,2,3,2,1,5,0,0,1,0,0,1,0,0,0,1,2,4,0.9870423655766033,1,9
1801,1970,0,100,1,3,5,2,5,2,1,0,1,0,1,1,0,0,1,3,1,0.8293172645451361,2,12
10289,1414,1,779,4,2,2,3,3,5,1,0,1,1,0,0,1,1,1,3,4,0.30511915552739977,2,20
5047,2250,0,387,1,2,4,1,5,3,0,1,0,0,1,1,1,0,0,1,4,0.4136030683373829,0,14
5770,2193,0,34,3,1,1,1,3,4,1,0,1,1,0,1,1,1,0,2,1,0.8799611660756586,0,19
7666,2542,0,350,5,1,1,5,0,0,1,0,1,1,1,1,1,0,1,3,2,0.5302297500613843,0,18
11082,1531,0,282,1,2,1,0,4,2,0,0,0,1,0,1,1,1,1,1,4,0.7849893750214615,2,15
306,2925,1,636,5,2,3,1,5,5,1,0,1,1,0,0,1,0,0,1,1,0.2504231678649541,2,16
721,2474,0,735,5,3,2,4,4,5,1,0,0,0,0,0,0,0,0,1,4,0.5252162781213234,2,8
539,814,0,672,2,3,5,2,3,3,0,1,0,1,0,0,0,0,0,3,4,0.44678522424380596,0,4
6939,1146,0,524,0,2,2,4,0,3,0,0,1,0,1,1,1,1,0,2,0,0.011910435519979612,1,14
11956,261,0,164,2,1,2,2,3,4,0,0,1,0,0,0,1,1,0,1,0,0.10658270509793821,1,18
2146,773,1,427,2,2,0,0,1,1,0,1,1,0,1,1,1,1,0,2,4,0.6843912877847711,2,17
1732,2872,1,257,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,3,1,0.7152871609084491,1,7
12653,2428,0,442,3,2,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.36694095857741404,1,12
2510,1815,1,625,2,2,3,5,1,2,0,1,1,1,1,1,1,0,1,1,2,0.11072305068197963,0,15
4579,800,1,119,0,2,2,5,2,0,1,0,1,1,0,1,0,1,0,2,2,0.01623075779345662,2,14
5171,1567,1,68,0,1,1,3,4,4,0,1,1,0,0,1,0,1,0,1,2,0.7055051848960247,0,15
12154,1518,1,273,2,1,1,4,3,2,1,0,1,1,0,0,1,0,0,2,2,0.5930917866306227,0,17
2025,2921,0,559,5,1,4,5,3,4,1,0,0,1,1,0,0,0,1,3,1,0.6640668622563508,2,14
3266,443,1,321,0,2,5,4,1,1,1,0,1,0,0,1,0,0,0,1,4,0.15654940935159434,2,14
14317,561,0,361,5,2,0,0,5,0,1,1,1,1,0,0,0,0,1,3,3,0.11555118346358406,1,15
9631,735,0,569,4,2,3,4,0,1,0,0,1,0,1,1,1,1,1,1,3,0.4557501720524424,0,18
4565,2718,0,589,2,1,4,4,2,0,0,1,1,1,1,0,0,1,1,1,0,0.19732893872560253,0,15
5742,1788,0,498,5,3,3,0,2,5,0,0,1,1,0,1,0,1,1,1,1,0.4361181174447155,1,15
12098,1770,0,203,3,3,1,0,5,1,1,1,0,0,0,0,0,0,1,2,1,0.7927010038555105,1,10
9826,1876,0,736,4,1,5,1,5,2,0,0,1,1,1,1,1,0,0,3,3,0.20467411360182597,0,18
4989,2701,0,774,3,2,2,4,1,5,1,0,0,1,1,0,1,0,0,3,1,0.3488808104599217,1,11
5613,1332,0,505,5,1,1,4,2,0,1,0,1,0,1,0,0,1,0,2,2,0.7667133421521589,0,15
3013,1907,0,614,2,2,1,3,2,4,1,1,0,1,0,1,1,0,0,3,0,0.40521535270709663,1,10
4579,2815,0,108,1,2,0,4,1,0,0,0,0,0,1,0,0,1,1,3,1,0.5717249974411102,1,7
6836,2446,1,264,0,2,1,0,3,3,1,1,1,1,1,1,0,1,0,1,1,0.20963994496489258,1,15
13916,2612,1,387,4,1,3,2,1,0,1,0,1,1,1,0,0,0,1,1,3,0.8701741944972011,2,19
6250,2496,1,415,2,3,2,1,1,0,0,0,1,0,0,1,1,0,0,3,2,0.3228143381064472,2,15
13301,2311,0,567,0,1,0,0,4,5,0,0,0,0,0,0,0,0,1,3,1,0.46372649121695864,2,10
1026,2659,0,311,5,3,4,2,3,3,0,1,0,1,1,1,0,1,0,2,2,0.1973327812406923,1,11
7395,1362,0,251,1,1,1,5,1,1,1,0,0,0,0,1,1,0,1,3,2,0.20737696841547215,0,12
11606,1914,0,583,3,1,0,5,4,1,0,1,1,0,0,1,0,0,0,1,1,0.4377780348872843,2,12
95,2355,0,652,2,2,0,4,2,0,0,1,0,1,1,0,1,1,0,1,1,0.1954508896633501,0,8
1243,1461,1,387,2,3,0,0,0,1,0,1,1,1,0,0,0,1,1,1,3,0.9932570527994263,0,10
11584,1857,1,691,5,2,3,4,3,3,1,0,1,1,0,1,1,1,0,3,3,0.5621515294429872,0,19
4562,2791,0,202,1,1,4,3,4,4,1,0,1,1,0,1,1,1,0,1,0,0.06261190903526681,1,17
4993,1618,0,782,3,3,0,3,5,1,1,0,1,1,1,1,1,1,1,3,3,0.09110557957825471,1,16
6332,1113,1,109,2,2,3,1,3,0,1,0,1,0,1,1,1,0,1,1,1,0.46185698160084376,0,16
296,1047,1,81,5,1,4,2,4,4,1,1,1,1,0,0,1,0,1,3,0,0.05074516490929826,0,17
3269,2917,1,595,0,2,2,0,2,4,0,0,1,1,0,0,1,0,0,2,0,0.7466020426983375,1,14
12567,2307,0,768,5,2,3,1,2,4,1,0,1,1,1,0,1,0,0,3,0,0.7073905530184548,0,16
9033,2369,0,192,1,2,0,4,0,0,1,1,1,1,1,1,0,0,1,3,3,0.7563519302504238,1,13
686,648,0,138,2,2,1,0,2,4,1,1,1,1,0,1,1,0,1,3,1,0.7530452376426695,2,11
3825,1133,0,220,5,3,3,0,5,3,1,0,0,1,1,1,0,0,0,1,2,0.18356884320251088,1,10
2471,2352,1,188,3,3,2,4,2,4,1,0,1,0,1,1,1,0,0,2,2,0.8937883842284482,0,14
13075,2834,1,339,4,2,4,1,0,5,0,0,1,1,1,0,1,0,1,1,0,0.8367750130072367,0,16
9330,771,0,477,2,1,2,1,3,5,1,1,1,0,0,1,1,0,0,3,2,0.5379982295426147,1,16
4233,2632,1,421,3,2,4,3,2,3,1,0,1,0,1,0,1,0,1,1,3,0.24849918541575933,1,16
11401,1204,0,196,1,3,3,0,3,0,1,1,0,0,1,1,1,1,0,3,0,0.9035873364186882,1,19
762,1758,1,585,3,1,4,1,0,0,1,0,0,1,1,0,0,1,0,2,0,0.767639653120365,0,12
5895,66,0,197,3,2,0,0,1,5,0,0,1,0,1,1,0,1,1,1,2,0.004849810322731463,2,12
5373,2979,1,323,1,3,5,3,2,0,1,1,0,1,0,1,0,0,0,2,1,0.3957835214158769,0,14
6082,2923,1,259,4,2,3,2,3,4,1,1,1,1,0,1,1,0,0,1,1,0.37566603462743187,0,20
13743,1041,1,198,5,3,1,2,5,1,0,0,1,1,1,1,1,0,1,3,4,0.5934625117480377,2,17
12938,927,0,136,0,2,2,3,4,1,1,1,0,1,1,1,0,0,0,1,1,0.25239897247095455,2,10
13837,2282,1,345,4,2,2,5,5,4,0,0,1,0,1,1,1,1,0,2,4,0.8970561029419416,2,19
3694,1496,0,499,0,1,3,0,4,2,1,0,0,1,1,1,1,1,0,3,0,0.15077634039108057,1,17
7823,1515,0,174,0,3,1,1,1,2,1,1,0,0,0,0,0,1,1,1,2,0.26367554859759135,0,10
12132,1728,1,488,0,1,3,1,2,3,0,1,1,1,1,0,0,0,1,2,0,0.23734291000351138,1,18
10828,1593,0,468,2,3,0,5,2,1,0,0,0,1,1,1,1,1,0,2,0,0.1470018837736965,0,13
12551,129,0,315,4,1,5,5,2,4,0,1,1,0,0,0,1,1,1,2,3,0.357128372603873,2,20
14459,2906,0,379,3,1,5,4,4,0,0,1,1,1,0,0,0,1,1,3,1,0.2358818107192574,1,18
2158,2399,0,441,2,2,0,5,1,1,0,1,1,1,1,0,0,0,1,1,0,0.5089071797884425,2,8
13035,1321,1,132,1,2,1,1,4,4,0,0,1,0,0,0,0,0,1,2,3,0.9382444499808555,1,12
3664,1614,0,26,1,2,3,0,2,5,1,0,1,1,1,1,1,1,0,2,2,0.04718214936049092,0,14
9484,1345,1,256,0,1,1,0,1,5,1,1,1,0,0,1,0,0,0,1,3,0.779983151772437,1,18
10301,2230,0,562,2,2,1,3,4,2,1,1,0,1,0,1,1,0,0,1,3,0.8317536434839906,1,12
7007,1078,0,655,5,3,0,4,5,5,1,0,0,1,0,1,0,1,1,2,3,0.07326680034700195,0,12
11728,2853,0,355,5,3,0,1,2,5,1,0,1,1,0,1,1,1,1,3,2,0.357958046292431,2,17
14417,1615,0,235,2,1,1,0,1,2,1,0,1,1,0,0,1,0,1,3,4,0.8577675496087382,1,18
5329,2726,0,671,1,2,1,0,1,2,1,0,1,1,0,0,1,1,1,3,0,0.5851957804589472,1,16
13338,1763,0,358,3,2,4,2,0,5,0,0,1,0,0,0,1,0,1,3,2,0.5492449956365419,0,12
4382,1059,0,270,4,2,0,0,1,3,1,1,1,1,1,1,0,0,0,2,0,0.33305508586705923,0,10
12052,822,0,665,4,1,1,5,5,4,0,0,0,1,0,1,1,0,0,2,1,0.07511136288999365,2,15
13542,2238,0,548,0,2,4,4,0,4,1,0,0,1,0,1,1,0,0,3,1,0.3209872925217484,0,13
3950,532,1,509,0,3,5,1,2,5,0,1,1,1,1,0,0,0,1,3,0,0.03244706657369678,0,12
10847,2442,1,728,0,1,5,2,0,0,1,1,0,1,1,0,0,0,0,2,0,0.3166875978050663,0,15
13819,1635,0,438,1,1,5,0,2,4,1,1,0,1,0,1,1,0,0,3,4,0.9253640677432072,0,17
13441,1631,0,641,1,1,1,4,2,0,0,0,1,0,1,0,1,0,1,1,1,0.8172098276514285,2,16
12984,2571,0,587,5,3,4,3,5,5,0,1,0,0,1,1,1,0,0,1,2,0.18209447671934975,0,12
7989,1155,1,799,4,3,1,1,3,2,1,0,1,0,1,1,1,1,0,3,2,0.41163510881374177,1,18
11276,1157,1,470,5,1,5,3,5,1,1,1,0,0,1,0,0,0,1,3,3,0.7759284705942217,2,18
7013,224,1,708,5,3,5,4,0,2,0,0,0,0,0,1,0,0,1,1,2,0.9637807859538338,2,12
4618,1901,0,310,0,1,5,3,1,4,0,1,1,0,0,0,0,0,1,2,1,0.5667483173469341,1,14
7888,891,0,216,5,2,3,5,1,0,1,0,0,0,0,1,1,1,0,2,0,0.30331395629218727,0,18
12449,1922,1,610,2,2,0,1,5,2,1,0,1,1,0,0,0,0,0,3,4,0.5367117874144922,0,11
12293,2963,0,311,5,2,5,4,5,4,0,0,1,0,0,0,1,1,0,1,0,0.9560403361866265,2,18
11605,2566,0,796,3,3,1,0,5,4,1,0,1,0,1,0,1,0,0,2,1,0.7240319796456054,1,15
12263,1936,1,229,1,2,2,3,2,0,0,1,0,1,1,0,0,0,1,2,1,0.0044766645358321755,2,10
1895,2741,0,620,5,1,5,2,0,5,1,1,0,1,1,0,0,0,0,3,3,0.7287723809036172,0,12
13992,2778,1,339,0,1,2,3,4,3,0,1,0,0,1,1,1,1,0,2,2,0.7061488635627806,0,15
432,1004,1,494,0,3,4,4,1,1,0,0,0,0,0,1,1,0,0,1,2,0.7961277505113673,0,10
4162,1645,0,163,1,1,0,2,4,3,1,1,1,1,1,1,0,1,0,1,4,0.7325423478767455,2,17
12830,2946,1,115,4,2,4,4,0,2,1,1,1,0,0,1,0,0,1,2,1,0.2697631649842115,2,19
7119,2338,0,70,4,2,0,4,1,3,1,1,0,1,0,1,1,1,0,1,0,0.983052697934123,0,17
3860,2799,1,725,4,1,2,2,4,0,0,1,0,0,0,0,0,0,1,3,0,0.6318413871608181,2,14
10138,389,0,52,4,3,5,4,1,1,0,0,0,1,0,1,0,1,0,3,0,0.8424258877768428,0,13
1559,2890,0,596,2,3,2,2,5,3,0,1,1,0,1,1,1,1,1,2,4,0.00842220872818944,2,14
7623,793,0,341,0,1,5,0,3,3,1,0,1,1,1,0,1,1,0,3,3,0.27854028778677853,1,19
12454,1544,0,587,4,1,4,4,3,1,0,1,0,0,0,0,1,1,0,3,1,0.889858799439231,2,20
1628,2560,1,778,4,3,5,0,2,2,0,0,1,0,0,0,0,0,1,2,2,0.055409313657050374,1,10
929,2898,1,759,5,2,5,1,0,0,1,1,0,1,0,0,0,1,0,3,4,0.3002262591677396,1,14
2212,1898,0,331,3,2,3,3,1,1,1,1,0,1,1,1,0,1,1,2,1,0.051141207012011636,0,11
14156,64,0,797,3,2,2,0,4,2,1,0,0,1,0,1,1,1,0,3,4,0.1253564432785037,2,15
9814,2038,0,78,0,2,0,3,1,1,0,1,1,0,1,0,0,1,1,2,1,0.4525242942470137,1,12
9890,257,1,106,5,1,1,2,1,0,0,1,0,0,0,0,1,0,0,3,2,0.34707034131533265,0,16
7764,1133,1,81,1,2,1,1,5,0,1,0,1,1,1,0,0,0,1,3,2,0.9319464408862463,2,13
12981,2462,0,201,4,1,1,2,4,3,0,1,0,1,1,1,0,1,1,2,0,0.29144148878865384,1,15
1409,2705,1,391,2,2,2,4,5,3,0,0,1,1,1,0,0,0,0,1,0,0.7496381888362321,1,6
4481,2257,0,229,3,2,3,5,4,4,0,0,1,1,0,1,0,0,1,1,2,0.1551007519789035,1,11
8198,446,1,738,4,3,2,3,5,4,0,0,1,1,0,1,0,0,0,1,3,0.00422623674820688,1,12
11211,2007,0,19,1,3,0,5,3,3,1,1,0,0,1,0,1,1,0,3,0,0.42343516482286014,2,17
4010,843,0,779,2,3,5,2,2,0,1,1,0,1,1,1,1,1,0,3,0,0.6766472415699137,0,14
3861,2597,0,322,3,2,2,3,4,2,1,1,0,0,0,1,0,1,1,2,3,0.7601638235966383,0,8
4292,258,1,467,5,1,2,4,1,5,1,1,1,1,1,0,0,1,1,2,4,0.06301351700955315,0,18
4267,1206,0,689,1,1,2,5,3,3,1,1,0,0,1,0,0,0,1,2,1,0.5937752482859207,0,11
130,482,1,651,1,2,2,4,0,4,1,1,1,0,1,1,1,0,1,2,4,0.1775169869926606,0,11
2782,2706,1,309,5,2,0,5,3,0,0,1,0,1,1,0,0,0,1,3,2,0.512754799935617,1,10
7883,1804,0,471,2,1,2,3,3,5,1,1,0,0,1,0,0,0,0,3,0,0.8910926842007771,1,14
2759,2486,0,591,2,3,3,1,3,1,0,0,1,1,0,0,0,1,0,2,0,0.03966165903926633,2,11
2472,632,0,693,3,1,4,3,5,3,0,0,1,0,0,1,1,0,0,2,2,0.6069516540500253,1,14
3691,481,1,73,2,2,0,3,1,3,0,0,1,0,1,0,1,1,0,2,2,0.4445827350987611,0,14
14448,1347,1,658,4,2,3,2,4,2,1,1,1,1,0,0,0,0,1,1,1,0.08463888833710587,0,15
12841,400,1,744,2,2,1,3,2,5,0,1,0,1,1,1,0,0,1,2,4,0.8174878909971639,1,10
717,183,1,653,5,2,1,1,5,0,0,0,0,0,0,0,1,0,0,1,2,0.9772782149702572,2,11
2546,688,1,435,1,1,0,1,0,2,1,0,0,0,0,1,1,0,0,3,0,0.8082769796070317,1,14
3549,1278,1,461,2,3,4,5,2,1,0,0,0,1,1,0,0,0,0,1,3,0.25815916791266147,1,11
11740,166,1,149,3,3,2,3,5,0,0,0,0,1,0,0,1,0,1,2,0,0.3054455711446916,0,13
9686,1340,0,643,4,2,0,0,1,2,1,1,1,1,0,1,1,1,0,3,0,0.7210314670644774,2,20
9587,1867,0,750,2,1,2,5,2,1,1,1,0,0,0,0,1,0,0,3,2,0.616781765732727,2,15
8130,2246,0,314,4,1,2,5,5,1,0,1,0,0,0,1,0,1,0,2,4,0.34381197187174495,2,15
6873,1753,1,673,2,1,1,3,2,3,0,1,0,1,0,1,1,0,0,2,2,0.240817499095638,0,15
1239,1897,0,249,4,2,4,2,0,5,1,0,1,0,1,0,1,0,0,3,0,0.3376698546549648,2,16
13958,2276,1,639,2,2,2,0,3,5,0,1,0,1,0,0,0,0,0,2,0,0.7538104467130089,1,10
14318,2245,1,273,2,2,0,4,4,0,1,0,0,0,0,0,0,1,0,1,2,0.8045992114910274,1,13
14010,514,1,481,0,2,1,4,4,1,1,1,1,0,1,1,1,1,1,1,1,0.34166581694059084,1,20
6654,1025,1,81,1,3,2,0,5,2,0,0,1,1,1,0,0,0,0,1,3,0.5812552463280751,2,14
8700,2666,0,231,3,1,5,5,2,0,0,1,0,0,1,0,1,1,1,3,2,0.05002637290615719,1,19
9454,2075,1,30,3,2,5,3,0,1,0,0,0,1,1,1,1,1,1,3,2,0.3546617338262098,1,16
12801,1078,0,745,0,2,5,4,4,3,1,0,0,1,0,0,0,1,1,3,2,0.5330274983580602,1,13
9153,575,1,83,2,3,1,2,4,4,0,1,1,0,0,0,1,0,0,3,2,0.9220232285255031,2,18
14764,2377,0,41,1,2,1,4,4,4,0,1,0,0,0,1,0,1,0,1,0,0.054059065806917994,1,11
1075,2596,1,713,4,2,0,2,2,5,1,0,1,1,1,1,0,0,1,2,1,0.7727293488661213,2,11
7835,885,1,250,0,3,0,0,1,4,1,0,0,1,1,0,1,1,1,3,0,0.5983590204709469,2,16
10653,2533,0,509,3,3,3,2,2,1,0,0,1,0,0,1,1,1,0,2,2,0.30515874820877886,0,14
121,2913,0,386,3,3,2,1,2,1,1,0,1,0,1,0,0,1,0,2,4,0.7392076116730122,0,10
5596,1289,0,596,5,1,5,1,1,2,1,0,1,1,0,1,1,0,0,2,0,0.13612270751810107,1,20
2735,2784,1,694,5,2,1,1,5,4,0,0,0,1,1,0,1,0,0,2,2,0.6813216365494974,0,11
9435,2925,1,265,3,3,3,1,4,4,0,0,1,1,1,1,1,1,1,1,3,0.01591693341800715,0,18
7422,1588,1,582,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,3,0.23259218743039378,1,11
1898,1960,0,21,5,2,4,2,3,0,1,1,0,1,1,1,0,1,1,3,1,0.26821748859764394,1,13
10626,2709,0,406,4,1,1,5,4,1,1,1,0,0,1,0,1,1,1,2,0,0.08276721566577272,1,19
2072,2692,0,75,4,2,4,3,5,5,1,0,1,1,1,1,1,0,0,2,3,0.26829263803265324,2,17
6388,1353,1,486,4,2,4,1,4,1,0,1,0,1,1,1,1,0,1,1,1,0.7688230937508101,2,18
3791,181,1,780,2,1,5,1,4,3,0,1,1,1,1,0,1,0,1,3,1,0.013853373516606426,0,16
13349,442,0,679,3,3,1,4,2,5,0,1,0,1,0,1,1,1,1,1,1,0.4678107516582509,0,13
12990,530,1,350,5,1,3,1,0,4,0,0,1,1,1,1,1,0,0,1,3,0.5107459894996091,1,20
1348,2725,1,239,5,2,3,3,0,4,0,0,1,1,1,0,0,0,0,3,4,0.7592658691679679,2,11
4152,2084,1,50,3,3,1,3,1,1,1,1,0,0,1,1,1,0,1,1,1,0.9183002347681957,0,11
954,2516,0,475,2,2,5,5,0,2,1,1,0,1,1,1,0,1,0,3,0,0.7387845628121218,0,11
3076,1275,0,594,1,2,2,4,4,0,0,0,0,0,0,0,1,0,0,3,1,0.6925263073100936,2,8
10270,2749,0,601,2,1,4,5,3,4,0,0,1,0,1,0,0,1,0,2,0,0.697746311795066,1,15
6759,2755,1,524,2,2,3,0,3,2,1,0,1,0,0,0,0,0,1,2,0,0.11447094689950144,0,13
4761,511,0,156,3,3,1,5,4,5,0,1,0,0,1,1,1,0,0,2,4,0.8149164763742034,1,11
8071,1851,0,198,4,3,0,0,5,0,1,0,0,0,1,0,0,0,0,2,2,0.07714357035620367,1,10
6019,201,1,430,3,2,0,2,2,5,1,1,0,0,0,0,0,1,1,2,0,0.1396014976120088,0,15
2670,2319,1,665,5,2,1,5,2,3,1,1,1,0,0,0,0,0,0,2,4,0.47637061152548665,1,15
2696,128,1,709,1,1,2,5,4,5,0,1,0,0,1,0,1,1,0,3,0,0.9704245640735075,0,15
4915,1273,1,735,0,2,0,3,4,5,1,0,0,1,0,0,1,0,1,3,1,0.7497326403308807,0,13
